last_price,volume,ticker,amount,vol_per_trade,exchange_percent,pe_ratio,liquid_asset,total_asset,pb_ratio
3.700000048,74617,002102,2774.621094,30,3.148795128,-18.5,8.768234253,15.14262009,3.814432859
5.699999809,18679,002103,1061.480957,21,1.103242517,54.80768967,9.651143074,12.45056629,1.753846049
11.18000031,52234,002104,5847.791504,13,1.534849524,46.58333588,38.04784393,49.26355362,6.538011551
4.230000019,9652,002105,406.0350037,20,0.360149264,105.75,11.33640003,11.33640003,2.214659691
16.48999977,114358,002106,18675.67578,7,1.977109671,61.16468811,95.38056946,99.00531769,4.143216133
9.600000381,21247,002107,1977.541992,13,2.829161167,480.0000305,7.209724903,15.74208069,2.674094915
8.140000343,18431,002108,1495.677734,22,0.611006141,23.94117737,24.55470085,27.68860245,2.731543779
7.400000095,27534,002109,2024.421997,18,0.768247783,13.70370293,26.52160072,26.52160072,2.114285707
5.139999866,8180,002110,417.3044128,15,0.15298298,88.62068939,27.48357964,27.48357964,0.926126063
8.289999962,20863,002111,1723.198364,14,1.141926646,34.54166794,15.14616108,25.47274017,2.438235283
7.289999962,12876,002112,929.7355957,16,1.239030004,-91.125,7.576285362,8.16479969,1.878865957
7.170000076,5113,002113,361.3864136,18,0.571668148,123.620697,6.413342953,8.489279747,9.795082092
6.260000229,30422,002114,1890.855957,19,1.697277427,-8.459459305,11.22067451,11.50913525,10.61017036
7.670000076,65656,002115,5015.314941,17,2.623511553,30.80321312,19.19554901,26.24980736,2.569686413
15.19999981,12312,002116,1850.755981,9,0.618010223,26.48083496,30.28226089,31.19039917,5.563689232
7.610000134,16114,002117,1216.33606,14,0.649129868,17.29545403,18.89169502,19.24023438,1.820574284
8.829999924,66036,002118,5779.230957,14,2.529145956,40.13636398,23.05547333,45.29713058,2.425824165
6.389999866,14869,002119,943.4298096,16,0.790273726,53.25,12.02292538,12.40937996,2.009433985
9.569999695,23695,002120,2244.960938,10,2.527736187,14.953125,8.971090317,14.38179588,3.26621151
8.029999733,24838,002121,1980.336548,14,0.928107023,25.60586548,21.48995781,31.85420609,2.557324648
5.809999943,59031,002122,3433.756104,13,0.558402836,22.34615517,61.42036819,69.02279663,1.45614028
9.289999962,101368,002123,9299.376953,21,2.237605333,21.11363602,42.08603287,46.82159805,2.238554239
8.079999924,54408,002124,4394.868652,27,3.932066202,96.19047546,11.1807003,16.60440063,4.252631664
7.079999924,16751,002125,1171.322632,20,1.252785921,-32.5966835,9.467290878,9.850446701,2.820717096
5.610000134,14512,002126,812.9329224,18,0.623555183,25.5,13.0563612,17.83979988,1.468586445
3.920000076,31759,002127,1239.287231,22,1.055396795,-12.25000095,11.79638577,17.50118828,1.633333325
13.11999989,40036,002128,5223.248535,8,0.301775873,11.9272728,174.0612183,174.0612183,3.60439539
13.60000038,10159,002129,1382.664063,13,0.140531197,485.7142944,98.31512451,98.49723816,5.749556065
9.399999619,60688,002130,5638.553711,12,2.287092447,78.33332825,24.94297409,41.37720108,4.585365772
8.210000038,34767,002131,2835.018555,16,1.916593194,31.57692528,14.89335918,26.24279785,2.480362654
5.380000114,208391,002132,11059.06641,30,6.31296587,-269,17.75987625,29.04499626,2.624390364
